VideoName,VideoNumber,Plays,Tags,
Nationale herdenkingsdag 1949: stille tocht naar de Waalsdorpervlakte,26688,11,4 en 5 mei;oorlogsmonument,
Evacuatie uit Malden,26760,23,4 en 5 mei;Malden,
Stoottroepen in het land van Maas en Waal,26785,36,4 en 5 mei,
Nederland herdenkt zijn doden: onthulling verzetsmonument,26878,11,4 en 5 mei;oorlogsmonument;Roosendaal,
Twee jaar geleden: herdenking op de Waalsdorpervlakte,26958,13,4 en 5 mei;oorlogsmonument,
Opening van Frans kerkhof,28350,23,4 en 5 mei;Kapelle;oorlogsmonument;Zeeland,
Groningen mei 1945 (2),32807,24,4 en 5 mei;Groningen,
Groningen mei 1945,32784,32,4 en 5 mei;Groningen,
Bevrijding Rotterdam (1945),32706,38,4 en 5 mei,
De terugkeer van de koningin - Middelburg en Walcheren (1945),32671,28,4 en 5 mei;Walcheren,
De terugkeer van de koningin - Heerlen (1945),32618,22,4 en 5 mei;Heerlen,
De terugkeer van de koningin - Eindhoven (1945),32596,21,4 en 5 mei,
De terugkeer van de koningin - Eede (1945),32559,25,4 en 5 mei;Eede,
Bevrijdingsherdenking in Veghel (1959),32507,16,4 en 5 mei;Veghel,
Herdenking Eindhoven (1959),32447,10,4 en 5 mei,
Die dertien maanden verdwijnen nooit meer uit je gedachten,20917,11,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Ze zouden een krankzinnigengesticht toch niet naar Polen verplaatsen?,20636,16,4 en 5 mei;Apeldoorn;oorlogsmonument;getuigenverhaal,
De Prinses Irene Brigade heeft Tilburg bevrijd,21153,18,4 en 5 mei;oorlogsmonument;getuigenverhaal,
De bom boorde zich dwars door mijn bed,21129,26,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Ik mis mijn vader al heb ik hem nooit gekend,21106,31,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Je weet pas wat vrijheid is; als het je ontnomen is geweest,21069,17,4 en 5 mei;Putten;oorlogsmonument;getuigenverhaal,
Ik leef nog; omdat de leider me te jong vond,21046,7,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Door niemand begrepen en niemand betreurd?,20969,13,4 en 5 mei;oorlogsmonument;getuigenverhaal,
We waren eigenlijk van het begin af aan kansloos,20871,20,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Daar gaat Pijnappel,20847,22,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Ik ben enorm trots op George Maduro,20791,11,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Door de ogen van mijn zoon zag ik het Indisch Monument,20777,4,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Erkenning en herkenning zijn heel belangrijk,20680,17,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Een politiek gevoelige snaar,21092,17,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Aan het monument kleeft het verhaal van mijn vader,21023,24,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Als tekenaar was ik ongewild getuige van afschuwelijke folteringen,20998,28,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Ik had het gevoel dat het niet klopte,20940,12,4 en 5 mei;oorlogsmonument;getuigenverhaal;Zwolle,
Vol onmacht in Hitler's Herrengefängnis,20894,14,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Een half miljoen Nederlanders werkte als dwangarbeider in Duitsland,20753,18,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Om een ereschuld in te lossen,20721,19,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Waarom overleefde ik Bergen-Belsen en Anne Frank niet?,20703,22,4 en 5 mei;oorlogsmonument;getuigenverhaal,
De angst lag als een deksel over Amsterdam,20613,8,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Verzet in gevangenschap,20589,13,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Onze gesprekken bij een kampvuurtje werden verraden,20665,6,4 en 5 mei;oorlogsmonument;getuigenverhaal,
Dodenherdenking (1958),30314,9,4 en 5 mei,
De grote sluis in IJmuiden weer in gebruik genomen,44355,34,4 en 5 mei;Noord-Holland;IJmuiden,
Wat er van de duikbootbasis overbleef,44335,31,4 en 5 mei;Noord-Holland,
Internationaal Instituut voor Luchtkartering,649691,1,Enschede;onderzoek,
Restauratie van de St. Jan,45810,22,'s-Hertogenbosch;Madurodam;Sint Jan,
Het werk van het Instituut voor Milieuhygiëne en Gezondheidstechniek: T.N.O.,21933,16,techniek en innovatie,
Het technologisch centrum van de ESA,21969,22,techniek en innovatie,
Belangrijke ontwikkeling in röntgenonderzoek dankzij 'computer-tomograaf',21994,23,techniek en innovatie,
Rijkstelegraaf bestaat honderd jaar,22071,32,techniek en innovatie;communicatie,
In de toonkamers van de moderne machine industrie,22101,13,techniek en innovatie,
Bezoek aan reactorcentrum in Petten,22151,17,techniek en innovatie,
De televisiezender bijna gereed,22180,32,techniek en innovatie;communicatie;EUscreen,
Tentoonstelling mens en computer,22208,35,techniek en innovatie,
100-jarige geschiedenis van de telefoon,22235,35,techniek en innovatie;communicatie;media-archeologie,
Demonstratie met een stenotypemachine,22262,21,techniek en innovatie,
Proeven met postraketten,22292,15,techniek en innovatie,
Volautomatische kalender,22590,22,techniek en innovatie,
Het nieuwe nationale luchtvaartlaboratorium,22609,9,techniek en innovatie,
Zweedse uitvinding op verkeersgebied,22637,19,techniek en innovatie,
Arnhem kan weer automatisch telefoneren,22691,30,techniek en innovatie;communicatie,
Majoor Flinterman en luitenant Wansink vestigen Nederlands snelheidsrecord in de lucht,22716,32,techniek en innovatie,
Weerschepen onmisbare bakens voor de transatlantische luchtvaart,22741,24,techniek en innovatie,
Nieuwe radarinstallatie,22767,23,techniek en innovatie;Noord-Holland,
Draadloze rondleiding in het Amsterdamse Stedelijk Museum,22823,19,techniek en innovatie,
Tentoonstelling van Internationale Uitvindingen,22848,19,techniek en innovatie,
Nederland hoort de kunstmaan,22876,36,techniek en innovatie,
De bouw van het reactorcentrum in Petten,22900,14,techniek en innovatie,
De Technische Voorjaarsbeurs in Utrecht,22924,9,techniek en innovatie,
Spuiten om een hoekje,22949,12,techniek en innovatie,
"Electronische" persexcursie,22975,22,techniek en innovatie,
Automatische winkel,22999,35,techniek en innovatie,
Computer(tapijten),23025,22,techniek en innovatie,
Atoomcentrale,23052,20,techniek en innovatie,
Ruimtevaartcentrum,23072,33,techniek en innovatie,
Opmerkelijke uitvindingen,23124,29,techniek en innovatie,
Eerste proef met beeldtelefoon,23173,36,techniek en innovatie;communicatie;media-archeologie,
De werkplaats van TNO: samengaan van kunst en technologie,23198,24,techniek en innovatie;kunst,
Presentatie van de beeldplaat,23223,34,techniek en innovatie;EUscreen,
Opening van nieuwe proeffabrieken voor technologie,23248,20,techniek en innovatie,
Kerncentrale in Borssele,28493,33,techniek en innovatie;Zeeland,
Een radar proefstation aan de Nederlandse kust,22656,34,techniek en innovatie,
Bouw van de F-28 Fellowship,649157,1,techniek en innovatie;vliegen,
Presentatie van 's werelds duurste wankelmotor voor twee-wielige voertuigen,649119,1,techniek en innovatie,
Een transformator van 84 duizend kilo,650144,1,techniek en innovatie,
Demonstratie met speciale tractor voor moerassige terreinen,650443,1,techniek en innovatie;Typisch Nederlands;landbouw,
''Zingende rails'' tot zwijgen gebracht,651095,1,techniek en innovatie,
Nieuw type sleepboot,651118,1,techniek en innovatie,
Houtverdeling en de 45e HISWA tentoonstelling,651178,0,techniek en innovatie;boten,
100ste RAI,651458,1,techniek en innovatie;beurs;Paleis voor Volksvlijt,
De vuurtoren bij Huisduinen gemoderniseerd,651614,1,techniek en innovatie,
Russische draagvleugelboot,651652,1,techniek en innovatie;boten,
Wondermobielen te kijk in Automuseum,651869,0,techniek en innovatie;curiosa,
C.J. Stoete demonstreert met een mechanische zeilpropellor,655033,0,techniek en innovatie;uitvindingen;curiosa;demonstratie,
Vakbeurs Karwei en bezoek aan doe-het-zelf school,655356,0,techniek en innovatie;beurs,
Een nieuwe reddingsboot van plastic,655530,0,techniek en innovatie;boten;demonstratie,
''De Vliegende Witvis'',655718,0,techniek en innovatie;boten;demonstratie,
Het REM-eiland vordert,23685,29,communicatie;politiek;EUscreen,
Postduiven,649142,1,communicatie;dieren,
Minster van Financiën professor Lieftinck spreekt over geldzuivering,23723,23,politiek,
De verkiezingen voor de Tweede Kamer,23748,13,politiek,
Het nieuwe kabinet van Beel,23771,9,politiek,
Opening Staten Generaal door minister president L.J.M. Beel,23795,21,politiek;Madurodam;Prinsjesdag,
De nieuwe Nederlandse regering: het ministerie Drees-Van Schaik,23839,8,politiek,
Op wie stemt u?,23822,22,politiek,
Het kabinet Drees-Van Schaik afgetreden,23868,11,politiek,
De regeringsverklaring van het nieuwe kabinet Drees,23885,10,politiek,
Nieuwe ministers op Soestdijk beëdigd: eerste kabinetszitting,23915,17,politiek,
Verkiezingen voor de Tweede Kamer,23932,19,politiek,
Na een formatiecrisis van 120 dagen,23960,23,politiek,
Rondom de kabinetscrisis,23977,15,politiek,
De verkiezing voor de Tweede Kamer,24006,12,politiek,
Na 9 weken een nieuwe regering,24024,16,politiek,
Kabinetscrisis,24042,16,politiek;EUscreen,
Nieuwe regering,24059,16,politiek,
Kabinetscrisis,24096,20,politiek,
Nieuw kabinet,24113,10,politiek,
De verkiezingen,24130,17,politiek,
Verkiezingscampagne voor de Tweede Kamer,24147,21,politiek,
Laatste militaire eer voor Engelse piloot,24409,23,Texel,
Bunkers op Texel verdwijnen,44006,35,Texel;Noord-Holland,
Schiphol groeit: de uitbreidingsplannen van de gemeente Amsterdam,44122,35,Schiphol;Noord-Holland,
Schiphol bestaat 30 jaar,44183,35,Schiphol;Noord-Holland,
Bezoek ds Martin Luther King,52847,27,Schiphol,
Bouw van een nieuwe reuzehangar,52969,11,Schiphol,
De Nationale Jeugdluchtvaartdag,53001,15,Schiphol,
40 jaar Schiphol,53031,25,Schiphol,
Volendammers op Schiphol,53068,23,Schiphol,
Opening van de luchtlijn Amsterdam-Hull,53099,15,Schiphol,
De Boeing Stratocruiser voor het eerst op Schiphol,53152,29,Schiphol,
Uitbreiding,53184,21,Schiphol,
Eerste Jumbo Jet voor KLM,53454,31,Schiphol,
Nederland in de mist,53483,18,Schiphol;winter,
Amerikaanse filmacteur Danny Kaye arriveert op Schiphol,53517,17,Schiphol;podiumkunsten,
Wat in vliegtuigen werd vergeten,53547,16,Schiphol;gevonden voorwerpen,
Parkeermeters,53576,19,Schiphol,
Nieuwe verkeerswegen rond Schiphol,53608,25,Schiphol,
Luchtlijn India - Schiphol,53636,20,Schiphol,
Aankomst van Henry Ford II,78168,19,Schiphol;industrie en productie,
Nationaal Filmarchief opgeslagen in filmbunker in Scheveningen,42703,34,Scheveningen;archieven,
Nieuwjaarsduik in de Noordzee; "Katerkoers" om Duinrell,80247,15,Wassenaar;Zandvoort,
Ringrijderij in de Zeeuwse hoofdstad,27807,12,Middelburg;Typisch Nederlands,
Beschuit met muisjes,28053,24,Roosendaal;Typisch Nederlands,
Boerenbruiloft,27156,23,Veere;Typisch Nederlands,
Moederdag,27164,25,Typisch Nederlands,
Markers aan het potverteren,27181,28,Typisch Nederlands;Marken,
Mosselkwekerijen in de Oosterschelde,27189,25,Typisch Nederlands;Yerseke,
Wasdag,27256,30,Typisch Nederlands;Volendam,
St. Maartensviering,27281,20,Typisch Nederlands;Koog aan de Zaan,
Traditionele kaasmarkt inspireert tot bezoek aan kaasfabrieken en pakhuizen,27338,28,Typisch Nederlands;Alkmaar;industrie en productie,
Kermis,27404,36,Typisch Nederlands;Volendam,
Bezoek St. Nicolaas,27431,33,Typisch Nederlands;Volendam;Sinterklaas;feest,
IJspret,27414,36,Typisch Nederlands;Marken,
Carnaval,27500,27,Typisch Nederlands;Sittard,
Kaasmarkt,27543,35,Typisch Nederlands;Alkmaar,
Tulpententoonstelling,27551,25,Typisch Nederlands;Sassenheim,
Weer kaasmarkt,27644,29,Typisch Nederlands;Alkmaar,
Bruiloft te Giethoorn,27686,32,Typisch Nederlands;Giethoorn,
Op jacht naar de Hollandse Nieuwe: met de haringvloot naar de Noordzee,27703,28,Typisch Nederlands,
Ontginning in Noordoostpolder voltooid,27711,36,Typisch Nederlands,
Carnavalsvoorbereiding,27773,11,Typisch Nederlands,
Twentse boerenbruiloft,27781,29,Typisch Nederlands,
Oud Friese markt,27797,21,Typisch Nederlands;Franeker,
Traditionele klompenbeurs,27837,23,Typisch Nederlands;Groningen,
Volendam bereidt zich voor op toeristenseizoen,27866,26,Typisch Nederlands;Volendam,
Herdenking van de 100ste geboortedag van Vincent van Gogh,27849,13,Typisch Nederlands,
Geslaagde aprilmop in Zuid-Limburg,27882,36,Typisch Nederlands,
Molens,28062,20,Typisch Nederlands;Kinderdijk,
Schaatsgenoegens,28096,18,Typisch Nederlands,
Bollenzondag,28104,18,Typisch Nederlands,
Molens,28121,27,Typisch Nederlands;Kinderdijk,
Keukenhof,28129,16,Typisch Nederlands,
Fries rundvee-stamboek jubileert,28145,33,Typisch Nederlands,
Eerste WK sjoelen voor jong en oud,28170,24,Typisch Nederlands,
Tulpenvelden,79639,15,Typisch Nederlands,
Verdwijnende molens,79667,18,Typisch Nederlands,
Bloembollenvelden in bloei,79692,13,Typisch Nederlands,
Voor de 15e maal Fietsvierdaagse,79756,13,Typisch Nederlands;Verkeer en vervoer,
Vervaardigen van Delfts Blauw; antiekbeurs in het Prinsenhof,79929,20,Typisch Nederlands,
1971 uitgeleid; 1972 knallend begonnen,80085,17,Typisch Nederlands,
Doesburgermolen hersteld,80183,19,Typisch Nederlands,
Opleiding tot molenaar,80138,29,Typisch Nederlands,
Zuidelijk Flevoland drooggevallen,80209,28,Typisch Nederlands,
Plastic bloemen,80306,13,Typisch Nederlands,
Keuring Fries stamboekvee,80456,23,Typisch Nederlands,
Kaasmeisjes naar Engeland,80485,16,Typisch Nederlands,
Keuring van Fries stamboekvee in Leeuwarden,80610,22,Typisch Nederlands;platteland,
Frieslands trots; het stamboekvee,80693,26,Typisch Nederlands,
Middelbare scholier; hogeschoolrijder-op-een-wiel,80813,15,Typisch Nederlands;jeugd,
Weer draaiende wieken in Warnsveld,80868,21,Typisch Nederlands,
In Neerlands bloementuin: de tulpenrallye naar Noordwijk,81149,22,Typisch Nederlands,
Twentse folklore,81207,16,Typisch Nederlands,
Opening van een gerestaureerde poldermolen,81399,18,Typisch Nederlands,
St. Nicolaas en Zwarte Piet,81418,23,Typisch Nederlands,
Molens,81750,23,Typisch Nederlands,
Kermis,81798,23,Typisch Nederlands,
Molen buiten Muiderpoort,108345,10,Typisch Nederlands,
Korenmolen gerestaureerd,108406,11,Typisch Nederlands,
Turfsteken volgens oude methode,635135,1,Typisch Nederlands,
Drukte in de bollenvelden,647808,1,Typisch Nederlands;bloembollen;filmtrucage,
Oogstfeest,648185,1,Typisch Nederlands;oogst,
Padvindersactie ''Een heitje voor een karweitje'',648464,1,Typisch Nederlands;curiosa;padvinders,
Prachtig herfstweer begunstigt suikerbietenoogst,648980,1,Typisch Nederlands;weer;landbouw,
Scheren van schapen,649151,1,Typisch Nederlands;dieren,
Vliegende zaaiers boven oostelijk Flevoland,649476,1,Typisch Nederlands,
Oosterscheldebrug bijna gereed,649500,1,Typisch Nederlands;bouw,
Ultra modern raadhuis,649526,1,Typisch Nederlands;bouw,
Turfsteken volgens oude methode,649720,1,Typisch Nederlands,
Land valt droog,650177,0,Typisch Nederlands,
Maisoogst in de omgeving van Apeldoorn,650194,1,Typisch Nederlands;landbouw,
Jubileumtrekking Staatsloterij,650224,1,Typisch Nederlands;geld,
Turf voor de winter,651165,1,Typisch Nederlands;winter,
De Pluimpot is dicht,651200,0,Typisch Nederlands,
Mosselenvangst,651228,0,Typisch Nederlands;vissen,
Feestelijke opening van het oester- en mosselseizoen de werkzaamheden ter afsluiting van het Veerse Gat,651640,1,Typisch Nederlands;boten,
Halve dag vrij voor het winkelpersoneel,652369,1,Typisch Nederlands;curiosa,
Bewoners van het eiland Marken worden ingeënt,131566,15,Marken;Gezondheid en zorg,
Minister Witte bij de ingebruikneming van nieuwbouw,44026,13,Volendam;Noord-Holland,
Tentoonstelling moderne beelden op Wageningse berg,28545,19,Wageningen;kunst,
Restauratie atelier Uilenburg,648495,0,kunst;restauratie,
Rembrandts Nachtwacht wordt gerestaureerd,650577,1,kunst;restauratie,
Herstel van in het rampgebied "verdronken" archieven,28784,24,Watersnoodramp 1953;Zeeland;archieven,
Boeren uit het rampgebied vinden nieuwe toekomst in Noordoostpolder,28801,32,Watersnoodramp 1953;Zeeland,
Voortdurende strijd tegen het water op Schouwen-Duiveland,651920,1,Watersnoodramp 1953,
Verwijdering van de bunkers aan de noordzeekust,651971,1,Watersnoodramp 1953,
Bouw van caissons voor dijkherstel in het rampgebied,651982,1,Watersnoodramp 1953,
Laatste stroomgat van Zuid-Beveland gesloten,652021,0,Watersnoodramp 1953,
Eerste grote succes bij de herstelwerkzaamheden in het rampgebied het dijkgat bij het Hellevoetsluis,652046,1,Watersnoodramp 1953,
Aankomst van Drents vee voor het getroffen gebied,652072,1,Watersnoodramp 1953,
Kinderboekenweek 1974,28933,19,jeugd,
Steeds meer noodzaak voor uitbreiding van jeugdtandverzorging,131703,16,jeugd;Gezondheid en zorg,
Landelijke manifestatie van de stichting 'Jonge Onderzoekers',141368,6,jeugd;Wetenschap en onderzoek,
Mijn God installatie 6,627868,2,jeugd;mijngod;geloof;jeugdcultuur;superdiversiteit,
Twaalf en een half-jarig jubileum der doofstommenschool,634320,3,jeugd;educatie,
Speelmanifestatie,634372,3,jeugd;beurs,
Knikkersport viert hoogtij,637681,4,jeugd;spel en vermaak,
Kinderen spelen met verf in het Tropenmuseum,637728,3,jeugd;tropenmuseum,
Kinderen bij het spel,637750,4,jeugd;spel en vermaak,
Het jeugdverkeersexamen,637984,3,jeugd;Verkeer en vervoer;examen,
Verkeersexamen door schoolkinderen,638047,3,jeugd;jeugd;Verkeer en vervoer;examen,
Spelen van schoolkinderen,638835,3,jeugd;spel en vermaak;roken,
Bouwspeelplaats voor kinderen,640371,3,jeugd;spel en vermaak,
Haarlemse jeugd in actie voor een clubhuis,640409,2,jeugd,
Jeugd bouwt ''High flying parks'',648548,1,jeugd;jeugdcultuur;Curaçao,
Jeugd en luchtvaartdag in Den Haag,648987,0,jeugd;vliegen,
Vliegtocht gehandicapte kinderen,651394,1,jeugd;vliegen,
Jeugdherberg ''De Kleine Grie'' geopend,656658,1,jeugd,
Vliegen boven Walcheren,29008,24,Walcheren;Zeeland,
De les van het verleden,45619,31,Zeeland,
De bioscoop terug op de kermis,29200,23,Madurodam,
Vuurtorens in Nederland,29217,30,Madurodam;Terschelling;vuurtoren,
Standbeeld van Rembrandt naast voetstuk,29234,10,Madurodam,
Jaarlijkse landskaatswedstrijden,29242,25,Madurodam,
Opening nieuwe Rembrandtplein,29268,11,Madurodam,
Zelfgebouwde windmolen wekt genoeg energie voor boerenbedrijf,29315,21,Madurodam,
Grote reddingsdemonstratie voor de kust,29332,13,Madurodam,
De magere brug gaat verdwijnen,29349,15,Madurodam,
Heropening van het Rembrandtplein,29358,7,Madurodam,
Slotavond van de Haak-in actie in het Concertgebouw,29384,18,Madurodam,
Tentoonstelling 'Energie Anders',29427,24,Madurodam,
Unieke vaarveiling nu ingericht als museum,29444,10,Madurodam,
Koolcampagne,29452,12,Madurodam,
Klompenmakerij van Baas Riphagen,29460,21,Madurodam,
Opening Staten Generaal,29518,21,Madurodam;Prinsjesdag,
Het Waaggebouw,29535,21,Madurodam,
In de bloembollenvelden,29543,21,Madurodam,
Herdenking van Eisinga,29636,15,Madurodam,
Afbraak Rembrandtplein,29681,12,Madurodam,
Afscheid van dr. Jac. Thijsse,29704,11,Madurodam,
Opening stadhuis,29726,21,Madurodam,
Gouden jubileum van de ANWB,29751,9,Madurodam,
Tewaterlating MS G.S. Walden,29767,15,Madurodam,
Zijne Excellentie dr. J.R. Slotemaker De Bruine over het 50-jarig bestaan van het Rijksmuseum,29819,24,Madurodam;Rijksmuseum,
Druivenland,29853,12,Madurodam,
Uitverkoop,29861,10,Madurodam,
Sluiswerken naderen hun voltooiing,29869,11,Madurodam,
360-jarig bestaan der Leidse Universiteit,29900,13,Madurodam,
Propagandavlucht over Nederland van de KLM,29968,20,Madurodam,
Plechtige afkondiging van de grondwetswijziging: de zitting van de Hoge Raad der Nederlanden,30010,16,Madurodam,
Sluiswerken bij Vreeswijk in gebruik genomen,30018,28,Madurodam,
Restauratie van de St. Janskathedraal,30118,23,Madurodam;Sint Jan,
Centraal Station afgebrand,30131,22,Madurodam,
De wegenwacht van de ANWB in actie,30358,23,Madurodam,
De eerste zitting van het Internationaal Gerechtshof,30375,15,Madurodam,
